,sent1,sent2,label
4128,A brown and white dog is jumping on the sidewalk,A little brown and white dog is running on the road,NEUTRAL
4129,A brown and white animal is jumping on the sidewalk,A little brown and white dog is running on the sidewalk,NEUTRAL
4130,A distant person with a blue backpack is hiking in rocky area,A distant person with a blue backpack is hiking area full of rocks,ENTAILMENT
4131,A distant person with a blue backpack is hiking in rocky area,The person is walking,ENTAILMENT
4132,A distant person with a blue backpack is hiking in rocky area,The person is hiking,ENTAILMENT
4133,A ball is being chased by a yellow dog,A yellow dog is chasing a ball,ENTAILMENT
4134,A yellow cat is chasing a ball,A yellow dog is chasing a ball,NEUTRAL
4135,A dog is turning on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball,ENTAILMENT
4136,There is no dog turning on the grass and pursuing a flying ball,A dog is turning on the grass and pursuing a flying ball,CONTRADICTION
4137,There is no dog turning on the grass and pursuing a flying ball,A yellow dog is chasing a ball,NEUTRAL
4138,A yellow dog is chasing a ball,A dog is turning on the grass and pursuing a flying ball,NEUTRAL
4139,A woman in blue jeans is standing in front of a group of children beside a house made of stone,A woman in blue jeans is standing in front of a group of children beside a stone built house,ENTAILMENT
4140,A man in blue jeans is standing in front of a group of children beside a stone built house,A woman in blue jeans is standing in front of a group of children beside a stone built house,NEUTRAL
4141,A lady is standing on the street and is surrounded by school children,No lady is standing on the street and is surrounded by school children,CONTRADICTION
4142,A girl in a strange outfit is riding the bike,A bike is being ridden by a woman wearing paint and costume pieces on a busy street,NEUTRAL
4143,The bike is being ridden by a girl in a strange outfit,A woman is wearing paint and costume pieces and is riding a bike on a busy street,NEUTRAL
4144,There is no guy leaping into the air in a wooded area,A guy is leaping into the air in a wooded area,CONTRADICTION
4145,A man with no shirt is jumping over a log,A shirtless man is jumping over a log,ENTAILMENT
4146,A man with no shirt is jumping over a log,A guy is leaping into the air in a wooded area,NEUTRAL
4147,A dog is running with a volleyball,A dog is running with a ball,ENTAILMENT
4148,There is no dog running with a volleyball,A dog is running with a volleyball,CONTRADICTION
4149,A girl in a band is playing the flute,A boy in a band is playing the flute,NEUTRAL
4150,A girl in a uniform is playing the flute with a band,A girl in a band is playing the flute,ENTAILMENT
4151,A girl in a uniform is playing the flute with a marching band,A girl in a band is playing an instrument,ENTAILMENT
4152,A boy in a band is playing the flute,A girl in a uniform is playing the flute with a marching band,NEUTRAL
4153,A man is standing at the wheel of a classic American car that has its door and trunk open,A person is standing at the wheel of a classic American car that has its door and trunk open,ENTAILMENT
4154,A man is standing at the wheel of a classic American car that has its door and trunk open,A woman is standing at the wheel of a classic American car that has its door and trunk open,NEUTRAL
4155,The man in blue is posing for a picture next to a vehicle,The man in blue is posing for a picture next to a car,ENTAILMENT
4156,The man in blue is posing for a picture next to a car,The woman in blue is posing for a picture next to a car,NEUTRAL
4157,Two people are sitting on a white bench,Two people are sitting on a bench,ENTAILMENT
4158,The woman is sitting near a flower bed and is overlooking a tunnel,A woman is sitting near a flower bed and is overlooking a tunnel,ENTAILMENT
4159,A man is sitting near a flower bed and is overlooking a tunnel,A woman is sitting near a flower bed and is overlooking a tunnel,NEUTRAL
4160,A woman is sitting near a flower bed and is overlooking a tunnel,Two people are standing on a bench,NEUTRAL
4161,A woman is sitting near a flower bed and is overlooking a tunnel,Two people are sitting on a bench,NEUTRAL
4162,A man by a brick wall is wearing a mask around his mouth and a hair net,A woman by a brick wall is wearing a mask around her mouth and a hair net,NEUTRAL
4163,A man is wearing a clear plastic cap and a mask,A man by a brick wall is wearing a mask around his mouth and a hair net,NEUTRAL
4164,A man by a brick wall is wearing a mask around his mouth and a hair net,A man is wearing a clear plastic cap and a face mask,NEUTRAL
4165,Two dogs are in a kennel on their hind legs and are facing one another,Two dogs are playing with each other,NEUTRAL
4166,A black dog and a yellow dog are playing with each other,Two cats are in a kennel on their hind legs and are facing one another,NEUTRAL
4167,A black dog and a yellow dog are playing with each other,Two dogs are in a kennel on their hind legs and are facing one another,NEUTRAL
4168,Two dogs and two people are walking in the woods,Two dogs and two people are walking in a wood,ENTAILMENT
4169,Two dogs and two people are sitting in the woods,Two dogs and two people are walking in the woods,CONTRADICTION
4170,Two dogs and two people are walking in a wood,Two women with dogs are walking on a forest path,NEUTRAL
4171,Two women with dogs are walking on a forest path,Two dogs and two people are sitting in the woods,NEUTRAL
4172,A man is snowboarding down a railing in the snow,A woman is snowboarding down a railing in the snow,NEUTRAL
4173,A man is skiing down a hill and over a red obstacle,A man is skiing down a hill and jumping a red obstacle,ENTAILMENT
4174,A woman is skiing down a hill and over a red obstacle,A man is snowboarding down a railing in the snow,NEUTRAL
4175,Two men are taking a break from construction,Two men are taking a break from work,ENTAILMENT
4176,Two men are not taking a break from construction,Two men are taking a break from construction,CONTRADICTION
4177,Two construction workers are sitting up on the side of a building,Two construction workers are sitting up on the top of a building,NEUTRAL
4178,Two construction workers are sitting up on the top of a building,Two men are taking a break from construction,NEUTRAL
4179,Two men are not taking a break from construction,Two construction workers are sitting up on the side of a building,NEUTRAL
4180,Two men are taking a break from construction,Two construction workers are sitting up on the side of a building,NEUTRAL
4181,The skateboarder is jumping in the air,A man in a red shirt is doing a trick with the skateboard,NEUTRAL
4182,A man in a red shirt is doing a trick with a skateboard,A skateboarder is jumping in the air,NEUTRAL
4183,A skateboarder is jumping in the air,A man in a red shirt is doing a trick with the rollerblades,NEUTRAL
4184,A skateboarder is jumping in the air,A man in a red shirt is doing a trick with the skateboard,NEUTRAL
4185,A person is not doing a trick on a slide,A person is doing a trick on a snowboard,NEUTRAL
4186,A person is not doing a trick on a slide,A snowboarder is grinding down a long concrete rail,NEUTRAL
4187,Three friends are making faces for the camera,Three friends are making faces for a photo,ENTAILMENT
4188,Two men and a girl in behind of a wood panel wall are posing with funny faces,Two men and a girl in front of a wood panel wall are posing with funny faces,NEUTRAL
4189,Three friends are making faces for a photo,Two men and a girl in front of a wood panel wall are posing with funny faces,NEUTRAL
4190,Two men and a girl in front of a wood panel wall are posing with funny faces,Three enemies are making faces for the camera,NEUTRAL
4191,Two men and a girl in front of a wood panel wall are posing with funny faces,The friends are making faces for the camera,NEUTRAL
4192,Three friends are making faces for the camera,Two men and a girl in front of a wood panel wall are posing with funny faces,NEUTRAL
4193,Four people are walking along a city sidewalk and the one in the green hat is phoning someone,Four people are walking along a city sidewalk and the one in the green hat is talking on a cell phone,ENTAILMENT
4194,Four people are walking along a city sidewalk and the one in the green hat is talking on a cell phone,A group of people is not walking down the street and a person in a green hat is on the phone,NEUTRAL
4195,A group of people is walking down the street and a person in a green hat is on the phone,Four people are walking along a city sidewalk and the one in the green hat is not talking on a cell phone,NEUTRAL
4196,Four people are walking along a city sidewalk and the one in the green hat is talking on a cell phone,A group of people is walking down the street and a person in a green hat is on the phone,ENTAILMENT
